PC=0000000000000000, REG[ 1]=0000000000001000
PC=0000000000000004, REG[ 2]=0000000000000002
PC=0000000000000008, REG[ 3]=0000000000000003
PC=000000000000000c, REG[ 4]=0000000000000004
PC=0000000000000010, REG[ 2]=0000000000000006
PC=0000000000000014, ---
PC=0000000000000018, REG[ 5]=0000000000000006
PC=000000000000001c, REG[ 3]=0000000000000012
PC=0000000000000020, ---
PC=0000000000000024, REG[ 6]=0000000000000012
PC=0000000000000028, REG[ 4]=000000000000006c
PC=000000000000002c, ---
PC=0000000000000030, REG[ 7]=000000000000006c
PC=0000000000000034, ---
